Index,Model A,Model B,Compare Result,Time (sec)
13,"Hi Philip,

Thank you for sending over the rent rolls. I will follow your instructions to save them correctly in the rentroll folder as follows:

1. Click on 'Save As'
2. Click on the drop down triangle under 'Save in:'
3. Click on the (C): drive
4. Click on the appropriate folder (Rent Rolls)
5. Click on 'Save'

I appreciate your guidance to avoid misplacing these important files. Let me know if there are any other details or instructions regarding these rent rolls.

Best regards,
[Your Name]","Hi Phillip,

Thank you for your clear instructions. I have successfully saved the rentrolls in the appropriate folder as directed. 

Best,
Lucy",tie,0.80
14,"Dear Richard and Allan,

Thank you for providing the consolidated issues & to do list regarding the consolidated physical/financial positions and transport trade capture project. Based on our discussions, I agree that a single set of requirements is crucial for the success of this project.

I appreciate your suggestion to focus on the design of a desired layout for the consolidated position screen during Monday's meeting from 3 - 5 PM. This will be critical in moving forward with the project objectives. However, I also believe it's important that we consider building a more flexible position presentation capability for the future, while maintaining firm requirements to create a measurable plan.

I understand that the other issues raised will need to be prioritized separately as projects outside of this one. Let's ensure good communication between the teams and focus on our primary objectives during the initial stages of this project. I look forward to working together on this task.

Best regards,
[Your Name]","Dear Richard and Allan,

Thank you for your detailed emails regarding the issues with our consolidated positions project. I understand the need to define a clear set of requirements for this project and to establish a definite layout for the consolidated position screen. Your suggestion of creating a more flexible presentation for future purposes is also well noted, and it is something we can consider moving forward. 

In line with Allan's suggestions, I agree that determining a high-level project goal and focusing on those requests that fall under the project scope is crucial. This will help us streamline our efforts and ensure a more efficient workflow. 

Furthermore, I absolutely concur with the need for a single point of contact from the trading group. This will not only aid in driving the trader requirements but also help in reaching a consensus regarding these requirements. 

For our meeting on Monday, I propose we focus on the following:
1. Defining a clear project goal.
2. Categorizing the list of requests as 'in-scope' or 'out of scope.'
3. Prioritizing the 'in-scope' requests and establishing their exact requirements.
4. Designing a desired layout for the consolidated position screen.

Let's aim to make the meeting as productive as possible to ensure we are on track and moving in the right direction.

Best Regards,
[Your Name]",tie,4.67
15,"Dear Richard,

Thank you for your email and the issues & to do list regarding consolidated physical/financial positions and transport trade capture. I agree that our primary focus should be on establishing a single set of requirements as suggested in Allan's email. The proposed layout design for the consolidated position screen is critical, and it would be helpful if we can discuss this further during Monday's meeting from 3 - 5 PM to define a desired layout.

Additionally, I will review the list of requests provided by Allan and work with the team to determine which are in scope for this project and which fall out of scope. For those that are in scope, we will prioritize each requirement based on its relative importance and collaborate with the traders to define exact requirements.

Lastly, I would like to reiterate the goals of this project: to consolidate physical/financial positions and transport trade capture. Other issues raised will be captured as separate projects and prioritized accordingly.

Looking forward to working together on this project.

Best regards,
Phillip K Allen","Subject: Re: Consolidated positions: Issues & To Do list

Dear Richard,

Thank you for your comprehensive email detailing the ongoing issues and tasks for the consolidated physical/financial positions and transport trade capture project. I agree with your emphasis on the importance of having a single set of requirements. 

In Monday's meeting, from 3 - 5, we will indeed focus on designing a desired layout for the consolidated position screen. I understand that this is critical and we need to ensure that we have a firm set of requirements to guide us forward. I also acknowledge the need to create a more flexible position presentation for the future.

I agree that good communication has been maintained throughout the meetings, and now it is time to concentrate on the objectives we set out to achieve. We will also work towards establishing a project plan on consolidated physical/financial positions and transport trade capture. For the issues raised outside this project, we will capture them as separate projects and prioritize them accordingly.

I look forward to working together to drive this project forward and achieve our desired outcomes.

Best Regards,

[Your Name]",tie,5.09
16,"Hi Philip,

Thank you for providing the list of West Desk members categorized as requested. I understand that the origination side seems to be quite sparse at the moment. If there's any assistance required or if additional resources are needed, please don't hesitate to let me know.

Best regards, [Your Name]","Hi Phillip,

Thank you for providing me with the names of the west desk members by category. I understand your concern regarding the origination side.

I propose that we look into ways to strengthen this side. This could involve recruitment, additional training for current members, or potentially a restructuring of responsibilities. I am open to discussing these options or any other ideas you may have to address this issue.

Looking forward to your thoughts.

Best regards,

Dave",tie,3.50
17,"Subject Re: 35 Million Approval

 Hi Phillip,

 Thank you for confirming the budget of $35 million. I will proceed with the project plans accordingly. If any changes or adjustments are needed in the future, please do not hesitate to let me know.

 Best regards,
 Paula","Dear Phillip,

Thank you for your prompt response and confirmation of the 35 million. We will proceed by aligning our operations based on this figure.

Please feel free to reach out if there are any other details to be discussed or clarified.

Best regards,
Paula",tie,0.70
18,"Subject: Re: Var, Reporting and Resources Meeting - Response Confirmation

Dear Airam Arteaga,

I would like to confirm my attendance at the upcoming ""Var, Reporting and Resources Meeting"" scheduled for Wednesday, October 11th from 2:30 - 3:30 PM in EB30C1. I appreciate your notification and will make sure to be there.

Thank you for providing this opportunity to collaborate and share insights. If I have any questions or concerns prior to the meeting, please feel free to share them via email or phone call.

Best regards,
[Your Name]","Dear Airam Arteaga,

Thank you for the invitation to the Var, Reporting and Resources meeting on Wednesday, October 11th. I have noted the details and I will be in attendance.

In the meantime, if there are any pre-meeting materials or specific points you would like me to prepare for, please let me know.

Best regards,

[Your Name]",tie,0.97
19,"Subject: Re: Access issues with West Power Site (Tim's response)

 Hi Phillip,

 Thank you for bringing this to my attention. I will immediately verify Mike Grigsby's account status and ensure that his password is active. If there are any discrepancies or if his password needs to be reset, I will take care of it promptly. I will keep you updated on the progress.

 Best regards,
Tim","Hi Phillip,

Thank you for notifying me about Mike Grigsby's issue with accessing the West Power site. I will promptly check his account status and ensure that his password is active. If there are any issues, I will assist him with the necessary steps to regain access.

I will update you once this has been resolved or if there is any additional information needed.

Best,
Tim",tie,3.92
20,"Dear George,

Thank you for providing me with the demographics of the Westgate site from Investor's Alliance and comparing it to the package on San Marcos that I received earlier. I appreciate your offer to provide any additional information I may require regarding this project.

After reviewing the details you provided, I am interested in exploring the potential investment opportunity at Westgate. I understand that there is a short window of opportunity for this project and will be keen to learn more about the equity requirement as soon as it becomes available.

I look forward to hearing from you regarding the next steps in assessing my interest level further and discussing any additional information or requirements that may be needed.

Best regards,
[Your Name]","Dear George Richards,

Thank you for the detailed information about the Westgate and San Marcos projects.

I appreciate the Investor's Alliance's demographics on the Westgate site. It presents a clear picture and aligns with my understanding from the package on San Marcos.

As for the property across the street from the Sagewood units in San Marcos, the details are intriguing. The potential for higher rents and the prime location for student housing makes it an attractive proposition.

However, before I express my interest level, I would require more information on a few aspects. Primarily, I am interested in the results of any environmental impact assessments and traffic studies conducted for both projects. This information is crucial to understand any potential issues or hurdles that may arise in the future. 

As for the San Marcos project, I would like to know more about the equity requirement and any other financial commitments that might be necessary.

I look forward to hearing back from you with the requested details. 

Best Regards,
Phillip Allen",tie,0.90
21,"Subject: Re: Meeting re: Storage Strategies in the West - Response Confirmed

Dear Nancy Hall,

Thank you for the notification regarding the meeting on Tuesday, Oct. 10th at 4:00pm in EB3270 concerning Storage Strategies in the West. I have marked my calendar accordingly and will be present at the meeting.

Best regards,
[Your Name]
[Your Position/Department]","Dear Nancy,

Thank you for the information regarding the meeting about Storage Strategies in the West. I have marked my calendar for Tuesday, Oct. 10th at 4:00pm in EB3270. 

I look forward to contributing to the discussion.

Best Regards,
[Your Name]",tie,4.24
22,"Subject: Re: October Payment

Hello Phillip,

Thank you for your email. I will indeed use the second check as the October payment. I apologize if I had previously discarded it by mistake. Please rest assured that I'll keep an eye out for your mail should another one be required.

Best regards,
Brenda","Hi Phillip,

Thank you for your message. I have the second check on hand and will ensure it is used for the October payment as advised. I appreciate your clear instructions. 

Best,
Brenda",modelB wins,1.56
23,"Thank you for your message. I appreciate your input regarding Fletch's CPA. If you need any assistance with your own process or have any questions, feel free to ask. I'm here to help!","Subject: Inquiring about Fletch's CPA Services

Dear [Recipient's Name],

I hope this message finds you well. It was good to hear from you and know that you're considering getting a CPA. If Fletch has had a positive experience with his CPA, it might be worth exploring that option. 

If you like, I could reach out to Fletch and see if he'd be willing to share his CPA's contact information. Alternatively, I could also help you research other CPA options, if you're interested. 

Looking after your financial health is important, and a CPA can help ensure everything is in order. Please let me know how you'd like to proceed, and I'll assist you in any way I can.

Best regards,

[Your Name]",tie,0.95
24,"Dear Phillip,

Thank you for your prompt response. Yes, please go ahead and fax us a copy of the original deal regarding the October payment. We will ensure that the second check is applied accordingly upon receipt of the document.

Best Regards,
Brenda","Hi Phillip,

Thank you for your email. I'll make sure that your October payment is taken care of using the second check as per your request.

As for your original deal copy, there's no need to fax it over. We have everything we need on file. However, it's great that you have kept your copy, as it's always good to have such documents for your personal records.

If there's anything else you need, feel free to let me know.

Best,
[Your Name]",tie,1.13
25,"Subject: Re: Concerns regarding El Paso San Juan monthly index calculation

Dear Phillip,

Thank you for bringing this matter to my attention. I share your concerns about the potential manipulation of the El Paso San Juan monthly index. Upon reviewing the attached spreadsheet and summary of trades, I note the discrepancy between the high physical prices on September 26 and 27 ($4.75, $4.80) and the high financial trades on those days ($4.6375, $4.665). Additionally, the spread relationship between San Juan and other points (Socal & Northwest) seems inconsistent in the index calculation for September compared to October gas daily.

I agree that it is essential to have reliable and accurate indices against which to conduct our physical and financial business. I will investigate the trades further, focusing on counterparty names to determine if there was only one buyer in the $4.70 range and whether these trades are indeed outliers. I appreciate your additional points of reference and will use them to help establish a reasonable index.

Please let me know if you have any further questions or concerns, and I look forward to working together to address this issue promptly.

Best regards,
[Your Name]","Subject: Concerns Regarding the El Paso San Juan Monthly Index

Dear Phillip,

Thank you for your detailed email regarding your concerns about the potential manipulation of the El Paso San Juan monthly index. Your diligence in monitoring the trades and noticing the unusual pattern is commendable.

I have received the attached spreadsheet and will proceed to thoroughly review the trades you've listed. The points you've highlighted, such as the disparity between physical and financial trades, and the inconsistent spread relationship, are certainly alarming and warrant a meticulous investigation.

Once we have combed through the details and examined the counterparty names, we will gain a clearer picture of the situation. I can assure you that any outliers will be identified and considered carefully in the index calculation.

We sincerely echo your desire for accurate and reliable indices and appreciate your effort in maintaining the integrity of our marketplace. Please rest assured that any trades established above market rate will be carefully assessed before the final calculation of the index.

I will contact you as soon as we have more information or if any further clarification is required. We are committed to working with you to ensure fair and reasonable index establishment.

Best regards,

[Your Name]",tie,2.94
26,"Dear Philip,

Thank you for bringing this matter to my attention. I will thoroughly review the attached data as soon as possible to identify any potential anomalies and counterparties involved in the trades at $4.70 and higher.

Your points regarding the inconsistencies between physical prices and financial trades, as well as the unexpected discrepancies in the monthly index compared to other points, are noted and will be considered during my review.

Should I find evidence that supports your concern about manipulation of the El Paso San Juan monthly index, I will take appropriate action to ensure the integrity of our indices for both physical and financial transactions.

In the meantime, please let me know if there's any additional information or context you believe might be helpful in this investigation. I appreciate your diligence and collaboration in maintaining reliable and accurate indices for our business operations.

Best regards,
[Your Name]","Dear Phillip,

Thank you for your detailed observations and for sharing your concerns about the potential manipulation of the El Paso San Juan monthly index. Your commitment towards ensuring the reliability and accuracy of the index is greatly appreciated.

I've received and reviewed the spreadsheet with the list of financial and physical trades executed from September 25 to September 27. I agree that the high physical prices on September 26 and 27 are unusually greater than the high financial trades on those days. The consistency of the spread relationship between San Juan and other points also adds weight to your argument.

In light of these findings, I will undertake a thorough review of all trades submitted, with particular attention to any outlier transactions. As you've suggested, I will also seek to identify the counterparty names to determine if there was indeed only one buyer in the 4.70's range. If confirmed, these trades will be considered outliers and excluded from the calculation of the index.

Your insights have been invaluable in this process. I assure you that our shared goal of establishing a reasonable and accurate index is paramount, and I am fully committed to ensuring the integrity of the marketplace.

Please do not hesitate to contact me if you have any further information or insights to share, or if you require updates on the progress of this investigation.

Best regards,

[Your Name]",tie,4.63
27,"1. Construction Loans: There are three types of construction loans – Speculative (spec) loans, construction loans for pre-sold units with the loan remaining in the builder/developer's name, and pre-sold units with construction loans in the name of the buyer. We expect to have up to 8 spec loans to start the project and all other loans will be pre-sold units with loans in the developer's name.

2. Disbursements: Disbursements will be handled by the General Partner to cover current and near term third party costs, then to necessary reserves, then to priority payments and then to the partners per the agreement. The General Partner will contract with Creekside Builders, LLC to construct the units and the fee to CB will include a construction management and overhead fee equal to 15% of the direct hard cost excluding land, financing, and sales costs.

3. Reporting: Internet-based reporting for expenses vs plan is preferred.

4. Bookkeeping Procedures: The question ""Bookkeeping procedures to record actual expenses"" seems unclear as there was no mention of bookkeeping in the provided text. If you could clarify or expand on what you meant by this, I can provide more information.

5. Investor Input: The investor's input on design and materials is welcome, but the final say will be decided if there is disagreement. As you and Keith want to learn as much as possible, every effort will be made to accommodate your requests.

6. Creekside Procedures: Creekside procedures for dealing with subs, vendors, and professionals are not as formal as indicated in the question. In the current labor market, obtaining 3 bids for each labor trade is not feasible. For professional subs, they use those with whom they have developed a previous rapport. For vendors, they are constantly shopped.

7. Pre-Selected Professionals, Subs and Vendors: There are many different subs that have been identified, and the list can be provided if you're interested.","Dear George Richards,

Thank you for your comprehensive email detailing the investment structure, land ownership, loans, disbursement, and other elements related to our potential partnership. Your detailed explanation of each point has helped me understand the depth and breadth of the project.

I appreciate the transparency regarding the use of initial investment, and it is reassuring to know that none of the funds are used for fees to Creekside Builders, LLC. The proposition of the equity at improvement loan and phasing to reduce the cash equity requirement is also an interesting approach that seems beneficial.

Regarding the bookkeeping procedures, I was referring to the system or process that will be used to track and record our day-to-day financial transactions. For instance, how do you plan to document revenues and expenses? How frequently will financial reports be generated and shared with the stakeholders?

It's encouraging to hear that Creekside Builders, LLC is open to investor input on design and materials. As you rightly mentioned, Keith and I are keen on being involved to learn as much as possible.

Before proceeding further, I would appreciate it if you could share the list of pre-selected professionals, subs, and vendors you mentioned in your email. It would be great to have a better understanding of who we would be working with in this project.

Once again, thank you for your detailed explanation. I will be in touch soon to discuss further once I've had a chance to review this in depth.

Best regards,

[Your Name]",tie,1.13
28,"1. Construction Loans:
   - Speculative (spec) loan taken out prior to any pre-sales activity, for 70% to 75% of value.
   - Construction loans for pre-sold units are in the builder/developer's name and range from 80% to 95% of value if the construction loan is from the mortgage lender.
   - There will be up to 8 spec loans to start the project, and all other loans will be pre-sold units with loans in the builder/developer's name.

2. Disbursements:
   - General Partner handles current and near term third party costs, necessary reserves, priority payments, and then to partners per the agreement.
   - Creekside Builders, LLC will construct the units and receive a construction management and overhead fee equal to 15% of the direct hard cost excluding land, financing, and sales costs.

3. Reporting:
   - The team is open to providing internet-based reports to track expenses vs. plan.

4. Bookkeeping procedures:
   - It seems there might be some confusion as the question was not expanded upon.

5. Investor input:
   - The team welcomes investor's input on design and materials, with the understanding that they may not always have final say in case of disagreement but will make every effort to reach consensus.

6. Creekside procedures:
   - Procedures for dealing with subs, vendors, and professionals are less formal due to the extremely tight labor market, with 3 bids for each labor trade being impractical.
   - Professional subs are chosen based on prior rapport, while vendors are constantly shopped.

7. Pre-selected professionals, subs, and vendors:
   - A list of identified subs can be provided upon request.

8. Additional details:
   - George Richards, President of Creekside Builders, LLC, invites further discussion after reviewing the information provided.","Dear George Richards,

Thank you for the comprehensive explanation regarding the investment structure. Your detailed breakdown of each aspect is much appreciated.

I am pleased to hear about the approach of the limited partnership with a corporate (or LLC) general partner. The liability dynamics and the outlined ownership and loan structures are clear and seem well thought out.

The use of the initial investment appears to be well planned for land deposit, engineering & architectural design, soils tests, surveys, filing fees, legal fees for organization and condominium association formation, and appraisals. I appreciate transparency concerning the early land costs and equity at improvement loan.

I am intrigued by the concept of ""phasing"" to reduce the cash equity requirement. I look forward to seeing the tentative site layout and the initial evaluation of phasing that the engineer is preparing.

With regards to construction loans, your strategy to have up to 8 spec loans to start the project and expecting all other loans to be pre-sold units with loans in the name of the builder/developer is noted. 

The disbursement plan and the role of the General Partner in handling it is understood. 

In terms of reporting, I would appreciate a monthly report outlining the major expenses incurred and the progress made. An internet-based format would be convenient. 

For bookkeeping, I was referring to the accounting procedures to record the actual costs incurred during the project. This would be valuable for transparency and to ensure that costs are being managed efficiently.

I am glad to hear that investor input on design and materials is welcome. I believe this proactive collaboration will enrich the project's outcomes.

Finally, I would appreciate a list of the pre-selected professionals, subs, and vendors to better understand who we will be working with.

Once again, thank you for the detailed response. I will contact you for a further discussion after reviewing this information thoroughly.

Best regards,

[Your Name]",tie,3.55
29,"Subject: Re: Gas Trading Vision mtg. and Gas Physical/Financail Positions meetings

Dear Cindy,

Thank you for letting us know about the changes in the meeting schedules. I apologize for any inconvenience caused by the multiple changes, and I appreciate your effort to find suitable times for everyone.

Regarding the Gas Trading Vision Meeting on September 27th, I am available at 4:00 PM in room 2601. For the Gas Physical/Financail Positions meetings, I will be available on the rescheduled dates and times as follows:

- Gas Physical/Financial Positions (September 28th, 1:00 PM - 2:00 PM) in room 2537. Please find me there if you have any updates or changes.

Once again, thank you for your coordination, and I look forward to seeing everyone at the meetings.

Best regards,
[Your Name]","Dear Cindy,

Thank you for the updates regarding the rescheduling of the meetings. I understand the need for changes due to scheduling conflicts. 

Here's a quick recap of my status for the meetings:

- Gas Physical/Financial Positions on 10/03/2000: I have yet to confirm my attendance.
- Gas Trading Vision Meeting on 09/27/2000: I have yet to confirm my attendance.
- Gas Physical/Financial Positions on 09/28/2000: I have yet to confirm my attendance.

I will check my schedule and provide my response as soon as possible. Furthermore, I am aware that the Gas Trading Vision meeting has been moved to 4:00 PM this Wednesday in room 2601.

Thank you for the coordination.

Best regards,
Phillip K Allen",tie,1.26
30,"Dear Phillip,

Thank you for updating me on the project's progress. I appreciate your decision to include 1 bedroom units and reduce the number of buildings to 12. I look forward to seeing the construction drawings from Kipp Flores once they are completed.

Regarding the FHA financing, we are ready to assist in any way necessary. Once you send us the revised plans, we will be happy to provide a new bid for your consideration. We appreciate your continued interest in our firm and value our local presence and connections.

Best regards,
Reagan","Dear Phillip,

Thank you for the update and for considering our firm for your project. I appreciate you sharing the changes you've made in the unit mix and the reduction in the number of buildings. 

I'm looking forward to receiving the updated construction drawings from Kipp Flores. Once I have them, I will be able to provide a revised bid as soon as possible. 

Your pursuit of FHA financing is noted. If you need any assistance or have any questions related to the construction aspect during this process, please feel free to reach out. 

Thank you once again for recognizing our local presence and network. We are committed to delivering the best quality service to meet your needs.

Best Regards,",tie,0.83
31,"Subject: Re: Rescheduling Meeting Due to Nymex Expiration

Hello [Recipient's Name],

I hope this message finds you well. I am writing to inform you that I have received your email regarding the upcoming meeting, and it appears we will need to reschedule due to the Nymex expiration during our planned time frame.

Please let me know a few alternative dates and times that would work for you, so we can find an agreeable solution. Thank you for your understanding and cooperation.

Best regards,
[Your Name]","Dear Sender,

Thank you for bringing this to my attention. I understand that the Nymex expiration falls within our planned timeframe. To ensure smooth operations, I am more than willing to reschedule.

Could you please suggest a few alternative dates and times that would work best for you? Once I have these, I can compare them with our availability and we can agree on a new schedule that suits us both.

Looking forward to hearing from you soon.

Best Regards,",tie,1.02
32,"Subject: Re: Gas Trading Vision Meeting - Room EB2556

Dear Cindy and Richard,

Thank you for inviting me to the Gas Trading Vision Meeting scheduled on September 27, 2000, from 11:30 AM to 12:30 PM in Room EB2556. I appreciate your consideration in including me as part of this important discussion.

Please find below the list of participants:
- Phillip K Allen/HOU/ECT
- Hunter S Shively/HOU/ECT
- Scott Mills/HOU/ECT
- Allan Severude/HOU/ECT
- Jeffrey C Gossett/HOU/ECT
- Colleen Sullivan/HOU/ECT
- Russ Severson/HOU/ECT
- Jayant Krishnaswamy/HOU/ECT
- Russell Long/HOU/ECT

I look forward to collaborating with everyone and contributing to the meeting's objectives. If there is any specific topic or agenda item I should be particularly prepared for, kindly let me know in advance.

Best regards,
[Your Name]","Dear Richard Burchfield and Cindy Cicchetti,

Thank you for the invitation to the Gas Trading Vision Meeting scheduled for 09/27/2000 from 11:30 AM to 12:30 PM in Room EB2556. I acknowledge the receipt of this information and will be present for the meeting.

Looking forward to discussing the relevant topics and contributing to our shared vision.

Best regards,
Phillip K Allen",tie,4.20
33,"Subject: Re: Gas Physical/Financial Position Meeting Reminder

Hi Team,

Just a quick reminder about our scheduled meeting tomorrow (Thursday, 9/28) from 3:00 - 4:00 PM in Room EB2537. We will be discussing the Gas Physical/Financial Position as per Cindy's email. Please make sure to attend and bring any relevant updates or insights you may have.

Looking forward to seeing everyone there!

Best regards,
[Your Name]","Subject: RE: Gas Physical/Financial Position Meeting

Dear Cindy,

Thank you for scheduling the meeting regarding the Gas Physical/Financial Position. I have noted it on my calendar for Thursday, 9/28 from 3:00 - 4:00 in Room EB2537.

Looking forward to it and the discussion that will follow.

Best Regards,

[Your Name]",tie,4.66
